state,ageGroup,raceEthnicity,gender,education,smokingStatus,alcoholPerWeek,anyPhysicalActivity,n,n_2035
OH,15,5,1,5,0,0,1,927,1178
OH,15,5,1,5,0,1,1,1270,1613
OH,15,5,1,5,1,0,1,437,555
OH,15,5,1,5,1,1,1,160,203
OH,15,5,1,5,1,2,1,933,1185
OH,15,5,1,5,2,0,1,525,666
OH,15,5,1,5,2,1,1,69,87
OH,15,5,2,2,0,1,0,5216,6361
OH,15,5,2,4,0,0,0,732,893
OH,15,5,2,4,0,0,1,513,625
OH,15,5,2,4,1,0,0,975,1189
OH,15,5,2,4,1,0,1,175,213
OH,15,5,2,5,0,0,0,64,79
OH,15,5,2,5,0,0,1,209,255
OH,15,5,2,5,1,1,1,64,78
OH,16,3,1,1,1,0,1,107,117
OH,16,3,1,1,2,0,0,4458,4885
OH,16,3,1,2,0,0,1,634,695
OH,16,3,1,2,0,1,0,733,803
OH,16,3,1,2,1,0,0,2833,3105
OH,16,3,1,2,1,0,1,4240,4646
OH,16,3,1,2,2,0,0,297,326
OH,16,3,1,2,2,0,1,3527,3865
OH,16,3,1,3,0,0,0,13632,14938
OH,16,3,1,3,0,0,1,5925,6492
OH,16,3,1,3,0,1,1,3269,3582
OH,16,3,1,3,0,2,1,297,326
OH,16,3,1,3,1,0,0,6459,7078
OH,16,3,1,3,1,0,1,14801,16219
OH,16,3,1,3,1,1,0,694,760
OH,16,3,1,3,1,1,1,7629,8359
OH,16,3,1,3,1,2,0,515,565
OH,16,3,1,3,1,2,1,594,651
OH,16,3,1,3,1,3,1,2952,3235
OH,16,3,1,3,2,0,0,1645,1802
OH,16,3,1,3,2,0,1,277,304
OH,16,3,1,3,2,1,0,436,478
OH,16,3,1,3,2,1,1,357,391
OH,16,3,1,3,2,3,1,2140,2345
OH,16,3,1,4,0,0,0,2239,2453
OH,16,3,1,4,0,0,1,6994,7664
OH,16,3,1,4,0,1,0,2457,2692
OH,16,3,1,4,0,1,1,2298,2519
OH,16,3,1,4,0,2,1,971,1064
OH,16,3,1,4,0,3,0,971,1064
OH,16,3,1,4,1,0,0,7529,8250
OH,16,3,1,4,1,0,1,15317,16783
OH,16,3,1,4,1,1,0,317,347
OH,16,3,1,4,1,1,1,3309,3626
OH,16,3,1,4,1,2,1,535,586
OH,16,3,1,4,1,3,0,416,456
OH,16,3,1,4,1,3,1,2913,3192
OH,16,3,1,4,2,0,0,1962,2149
OH,16,3,1,4,2,0,1,4121,4516
OH,16,3,1,4,2,1,1,733,803
OH,16,3,1,4,2,3,1,1011,1107
OH,16,3,1,5,0,0,0,2794,3061
OH,16,3,1,5,0,0,1,8916,9770
OH,16,3,1,5,0,1,0,8263,9054
OH,16,3,1,5,0,1,1,14861,16284
OH,16,3,1,5,0,2,1,1011,1107
OH,16,3,1,5,0,3,1,2913,3192
OH,16,3,1,5,1,0,0,2398,2627
OH,16,3,1,5,1,0,1,3685,4038
OH,16,3,1,5,1,1,0,1546,1694
OH,16,3,1,5,1,1,1,10442,11442
OH,16,3,1,5,1,2,0,1565,1715
OH,16,3,1,5,1,2,1,793,868
OH,16,3,1,5,1,3,1,1486,1628
OH,16,3,1,5,2,0,0,436,478
OH,16,3,1,5,2,0,1,1209,1324
OH,16,3,1,5,2,1,0,337,369
OH,16,3,1,5,2,1,1,376,413
OH,16,3,1,5,2,3,1,2576,2823
OH,16,3,2,1,0,0,0,101,111
OH,16,3,2,1,0,0,1,555,608
OH,16,3,2,2,0,0,0,941,1031
OH,16,3,2,2,0,0,1,1014,1110
OH,16,3,2,2,0,1,1,3138,3437
OH,16,3,2,2,1,0,0,4297,4706
OH,16,3,2,2,1,0,1,5262,5764
OH,16,3,2,2,2,1,0,2052,2247
OH,16,3,2,3,0,0,0,18707,20491
OH,16,3,2,3,0,0,1,32587,35695
OH,16,3,2,3,0,1,0,434,476
OH,16,3,2,3,0,1,1,6131,6716
OH,16,3,2,3,1,0,0,12407,13590
OH,16,3,2,3,1,0,1,11900,13035
OH,16,3,2,3,1,1,0,1979,2168
OH,16,3,2,3,1,1,1,4369,4786
OH,16,3,2,3,1,2,0,579,635
OH,16,3,2,3,1,3,0,1110,1216
OH,16,3,2,3,1,3,1,483,529
OH,16,3,2,3,2,0,0,797,873
OH,16,3,2,3,2,0,1,2655,2908
OH,16,3,2,3,2,1,1,579,635
OH,16,3,2,4,0,0,0,10742,11766
OH,16,3,2,4,0,0,1,20204,22131
OH,16,3,2,4,0,1,0,5769,6319
OH,16,3,2,4,0,1,1,9028,9889
OH,16,3,2,4,0,2,1,966,1058
OH,16,3,2,4,1,0,0,1352,1481
OH,16,3,2,4,1,0,1,9679,10603
OH,16,3,2,4,1,1,0,2510,2750
OH,16,3,2,4,1,1,1,11128,12189
OH,16,3,2,4,1,2,0,338,370
OH,16,3,2,4,1,2,1,65,71
OH,16,3,2,4,1,3,0,1738,1904
OH,16,3,2,4,2,0,0,4104,4495
OH,16,3,2,4,2,0,1,1714,1877
OH,16,3,2,5,0,0,0,6566,7192
OH,16,3,2,5,0,0,1,10886,11925
OH,16,3,2,5,0,1,0,2510,2750
OH,16,3,2,5,0,1,1,12938,14172
OH,16,3,2,5,0,2,1,555,608
OH,16,3,2,5,0,3,1,290,317
OH,16,3,2,5,1,0,0,1448,1586
OH,16,3,2,5,1,0,1,5504,6028
OH,16,3,2,5,1,1,0,917,1005
OH,16,3,2,5,1,1,1,4586,5024
OH,16,3,2,5,1,2,1,41,45
OH,16,3,2,5,1,3,0,24,26
OH,16,3,2,5,1,3,1,217,238
OH,16,3,2,5,2,0,0,1183,1296
OH,16,3,2,5,2,0,1,113,124
OH,16,3,2,5,2,1,1,2197,2406
OH,16,4,1,3,1,0,1,1340,1623
OH,16,4,1,3,1,1,1,5353,6483
OH,16,4,1,3,1,2,1,399,484
OH,16,4,1,4,0,0,1,3445,4172
OH,16,4,1,4,0,1,1,1351,1636
OH,16,4,1,4,1,0,1,2199,2663
OH,16,4,1,4,1,1,1,2006,2429
OH,16,4,1,5,0,1,1,2627,3181
OH,16,4,1,5,1,1,1,3465,4197
OH,16,4,2,1,1,1,1,525,629
OH,16,4,2,2,0,0,0,5634,6755
OH,16,4,2,3,0,0,0,2293,2750
OH,16,4,2,3,0,0,1,4281,5132
OH,16,4,2,3,1,0,1,2518,3020
OH,16,4,2,4,0,0,0,3278,3930
OH,16,4,2,4,1,0,0,2112,2533
OH,16,4,2,4,1,0,1,2000,2398
OH,16,4,2,4,1,1,1,1419,1701
OH,16,4,2,5,0,0,1,4221,5061
OH,16,4,2,5,0,1,0,1284,1540
OH,16,4,2,5,1,1,1,209,251
OH,16,4,2,5,1,3,1,1469,1761
OH,16,2,1,3,1,0,1,3616,4906
OH,16,2,1,3,1,3,1,954,1294
OH,16,2,2,4,0,1,0,1742,2459
OH,16,2,2,5,0,1,1,3277,4625
OH,16,5,1,3,1,0,1,528,677
OH,16,5,1,3,1,1,0,391,501
OH,16,5,1,3,1,1,1,405,519
OH,16,5,1,4,2,1,1,93,120
OH,16,5,1,5,0,0,0,19,25
OH,16,5,1,5,0,0,1,89,114
OH,16,5,1,5,0,1,1,260,333
OH,16,5,1,5,1,0,0,997,1279
OH,16,5,1,5,1,0,1,590,757
OH,16,5,1,5,1,1,1,594,763
OH,16,5,1,5,2,0,1,741,950
OH,16,5,2,2,2,0,1,1565,1971
OH,16,5,2,3,0,0,0,232,293
OH,16,5,2,3,1,0,0,1363,1717
OH,16,5,2,3,2,0,1,1238,1559
OH,16,5,2,4,0,3,1,251,317
OH,16,5,2,4,1,0,1,304,383
OH,16,5,2,5,0,0,1,784,987
OH,16,5,2,5,1,0,1,220,278
OH,17,3,1,1,0,0,0,4111,4872
OH,17,3,1,1,0,0,1,1017,1206
OH,17,3,1,1,1,0,0,685,812
OH,17,3,1,1,1,0,1,291,344
OH,17,3,1,1,1,1,0,3114,3691
OH,17,3,1,1,1,2,1,934,1107
OH,17,3,1,2,0,0,1,3342,3961
OH,17,3,1,2,1,0,0,2118,2510
OH,17,3,1,2,1,0,1,3405,4035
OH,17,3,1,2,1,1,1,249,295
OH,17,3,1,2,2,0,1,2014,2387
OH,17,3,1,3,0,0,0,15529,18404
OH,17,3,1,3,0,0,1,10816,12819
OH,17,3,1,3,0,1,0,955,1132
OH,17,3,1,3,0,1,1,311,369
OH,17,3,1,3,0,2,0,976,1156
OH,17,3,1,3,0,3,0,477,566
OH,17,3,1,3,0,3,1,228,271
OH,17,3,1,3,1,0,0,5481,6496
OH,17,3,1,3,1,0,1,10525,12475
OH,17,3,1,3,1,1,0,11439,13557
OH,17,3,1,3,1,1,1,7868,9325
OH,17,3,1,3,1,2,1,2346,2780
OH,17,3,1,3,1,3,0,1578,1870
OH,17,3,1,3,1,3,1,374,443
OH,17,3,1,3,2,0,0,810,960
OH,17,3,1,3,2,0,1,2616,3100
OH,17,3,1,3,2,2,0,374,443
OH,17,3,1,4,0,0,0,6456,7652
OH,17,3,1,4,0,0,1,3529,4183
OH,17,3,1,4,0,1,0,581,689
OH,17,3,1,4,0,1,1,8304,9842
OH,17,3,1,4,0,3,1,311,369
OH,17,3,1,4,1,0,0,1868,2214
OH,17,3,1,4,1,0,1,9425,11171
OH,17,3,1,4,1,1,0,2118,2510
OH,17,3,1,4,1,1,1,7827,9276
OH,17,3,1,4,1,2,1,2325,2756
OH,17,3,1,4,1,3,0,353,418
OH,17,3,1,4,1,3,1,1536,1821
OH,17,3,1,4,2,1,1,2491,2953
OH,17,3,1,4,2,2,0,561,664
OH,17,3,1,5,0,0,0,4982,5905
OH,17,3,1,5,0,0,1,8574,10162
OH,17,3,1,5,0,1,0,5626,6668
OH,17,3,1,5,0,1,1,13722,16264
OH,17,3,1,5,0,2,0,1246,1476
OH,17,3,1,5,0,2,1,498,591
OH,17,3,1,5,0,3,0,93,111
OH,17,3,1,5,0,3,1,1702,2018
OH,17,3,1,5,1,0,0,2948,3494
OH,17,3,1,5,1,0,1,9570,11343
OH,17,3,1,5,1,1,0,1059,1255
OH,17,3,1,5,1,1,1,8802,10432
OH,17,3,1,5,1,2,0,415,492
OH,17,3,1,5,1,2,1,3135,3715
OH,17,3,1,5,1,3,0,311,369
OH,17,3,1,5,1,3,1,2429,2879
OH,17,3,1,5,2,0,1,158,187
OH,17,3,1,5,2,1,0,58,69
OH,17,3,1,5,2,1,1,581,689
OH,17,3,2,1,0,0,0,969,1109
OH,17,3,2,1,0,0,1,1002,1146
OH,17,3,2,2,0,0,0,12052,13786
OH,17,3,2,2,0,0,1,11018,12603
OH,17,3,2,2,0,1,0,388,444
OH,17,3,2,2,1,0,0,2940,3363
OH,17,3,2,2,1,0,1,7399,8463
OH,17,3,2,2,1,1,0,2359,2698
OH,17,3,2,2,1,1,1,646,739
OH,17,3,2,2,1,2,1,323,370
OH,17,3,2,2,2,0,1,1163,1331
OH,17,3,2,3,0,0,0,53961,61721
OH,17,3,2,3,0,0,1,36932,42244
OH,17,3,2,3,0,1,0,5041,5766
OH,17,3,2,3,0,1,1,13926,15929
OH,17,3,2,3,0,2,1,1486,1700
OH,17,3,2,3,1,0,0,15704,17962
OH,17,3,2,3,1,0,1,18708,21399
OH,17,3,2,3,1,1,0,8175,9350
OH,17,3,2,3,1,1,1,6268,7170
OH,17,3,2,3,1,2,0,1809,2070
OH,17,3,2,3,1,2,1,1422,1626
OH,17,3,2,3,1,3,1,1099,1257
OH,17,3,2,3,2,0,0,2165,2476
OH,17,3,2,3,2,0,1,1131,1294
OH,17,3,2,3,2,1,1,129,148
OH,17,3,2,4,0,0,0,14249,16299
OH,17,3,2,4,0,0,1,10404,11901
OH,17,3,2,4,0,1,0,1777,2033
OH,17,3,2,4,0,1,1,8692,9942
OH,17,3,2,4,0,2,1,2585,2957
OH,17,3,2,4,0,3,1,1809,2070
OH,17,3,2,4,1,0,0,6010,6874
OH,17,3,2,4,1,0,1,8595,9831
OH,17,3,2,4,1,1,0,320,366
OH,17,3,2,4,1,1,1,10081,11531
OH,17,3,2,4,1,2,1,3296,3770
OH,17,3,2,4,1,3,0,549,628
OH,17,3,2,4,1,3,1,323,370
OH,17,3,2,4,2,0,0,355,407
OH,17,3,2,4,2,0,1,1422,1626
OH,17,3,2,5,0,0,0,3231,3696
OH,17,3,2,5,0,0,1,12666,14488
OH,17,3,2,5,0,1,0,1519,1737
OH,17,3,2,5,0,1,1,7141,8168
OH,17,3,2,5,0,2,1,168,192
OH,17,3,2,5,1,0,0,1713,1959
OH,17,3,2,5,1,0,1,3684,4213
OH,17,3,2,5,1,1,0,3134,3585
OH,17,3,2,5,1,1,1,8207,9387
OH,17,3,2,5,1,2,0,132,152
OH,17,3,2,5,1,2,1,1745,1996
OH,17,3,2,5,1,3,1,1099,1257
OH,17,4,1,1,1,0,1,411,581
OH,17,4,1,2,1,0,1,7562,10675
OH,17,4,1,3,0,0,0,825,1164
OH,17,4,1,3,0,0,1,1861,2627
OH,17,4,1,3,1,1,0,581,820
OH,17,4,1,3,1,1,1,625,883
OH,17,4,1,4,0,0,1,1574,2222
OH,17,4,1,4,0,1,0,2992,4224
OH,17,4,1,5,0,1,1,1225,1730
OH,17,4,1,5,1,1,0,399,563
OH,17,4,1,5,1,1,1,1410,1990
OH,17,4,1,5,1,3,0,1519,2145
OH,17,4,2,1,1,0,1,3819,5044
OH,17,4,2,2,0,0,0,8973,11852
OH,17,4,2,2,1,0,1,616,814
OH,17,4,2,2,1,1,1,7425,9808
OH,17,4,2,3,0,0,0,4488,5929
OH,17,4,2,3,0,0,1,766,1012
OH,17,4,2,3,1,0,0,535,707
OH,17,4,2,4,0,0,1,1174,1551
OH,17,4,2,4,0,1,1,304,402
OH,17,4,2,4,1,0,0,4685,6188
OH,17,4,2,4,1,1,1,412,544
OH,17,4,2,4,2,0,0,1328,1754
OH,17,4,2,4,2,1,1,554,732
OH,17,4,2,5,0,0,1,331,437
OH,17,4,2,5,1,0,0,323,427
OH,17,4,2,5,1,0,1,2768,3656
OH,17,2,2,5,0,0,1,7651,10627
OH,17,5,1,1,0,0,0,352,483
OH,17,5,1,2,0,1,1,730,1001
OH,17,5,1,3,0,0,0,228,312
OH,17,5,1,3,1,0,0,1430,1960
OH,17,5,1,3,1,1,0,193,265
OH,17,5,1,4,0,0,1,192,263
OH,17,5,1,5,0,0,0,872,1195
OH,17,5,1,5,0,0,1,825,1130
OH,17,5,1,5,0,1,0,69,94
OH,17,5,1,5,0,1,1,1513,2073
OH,17,5,1,5,1,1,1,193,265
OH,17,5,2,2,1,1,1,1100,1518
OH,17,5,2,3,0,0,0,2086,2878
OH,17,5,2,3,0,0,1,487,672
OH,17,5,2,3,0,1,1,1028,1419
OH,17,5,2,3,1,0,1,2002,2762
OH,17,5,2,3,2,0,0,1800,2484
OH,17,5,2,4,0,0,0,449,619
OH,17,5,2,4,0,0,1,392,541
OH,17,5,2,4,1,1,0,84,116
OH,17,5,2,5,0,1,1,76,105
OH,17,5,2,5,1,2,1,291,401
